,Kilométrage,Année-Modèle,Marque,Modèle,Nombre de portes,Origine,Première main,carburant,puiFiscale,boiteVitesse,price
697,110 000 - 119 999,2008,Mercedes-Benz,Classe S,5,WW au Maroc,Non,Essence,34 CV,Automatique,
698,180 000 - 189 999,2013,Mercedes-Benz,Classe CLS,5,WW au Maroc,Oui,Diesel,12 CV,Automatique,
699,130 000 - 139 999,2009,Mercedes-Benz,Classe S,5,WW au Maroc,Non,Essence,20 CV,Automatique,167000.0
0,120 000 - 129 999,2010,Suzuki,Swift,5,WW au Maroc,Non,Essence,7 CV,Manuelle,59000.0
1,160 000 - 169 999,2016,Fiat,Doblo,5,,,Diesel,6 CV,Manuelle,
2,95 000 - 99 999,2018,Dacia,Sandero,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,110000.0
3,120 000 - 129 999,2013,Volkswagen,Caddy,5,Dédouanée,Non,Diesel,6 CV,Manuelle,150000.0
4,0 - 4 999,1990,Volkswagen,GOLF 2,5,Dédouanée,Non,Diesel,7 CV,Manuelle,
5,95 000 - 99 999,2014,Renault,Megane 3,5,WW au Maroc,Oui,Diesel,6 CV,Automatique,117000.0
6,0 - 4 999,2020,Renault,Talisman,5,WW au Maroc,Oui,Diesel,6 CV,Automatique,
7,25 000 - 29 999,2018,Dacia,Sandero,5,WW au Maroc,,Diesel,6 CV,Manuelle,120000.0
8,120 000 - 129 999,2015,Renault,Fluence,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,118000.0
9,10 000 - 14 999,2019,Audi,A6,,,,Electrique,10 CV,--,
10,160 000 - 169 999,2015,Ford,Focus,5,WW au Maroc,,Diesel,6 CV,Manuelle,
11,160 000 - 169 999,2015,Kia,Sportage,5,WW au Maroc,Oui,Diesel,8 CV,Manuelle,142000.0
12,60 000 - 64 999,2018,Fiat,Panda,5,WW au Maroc,,Essence,5 CV,Manuelle,
13,130 000 - 139 999,2016,Volkswagen,Touran,5,Dédouanée,Oui,Diesel,8 CV,Automatique,
14,180 000 - 189 999,2017,Ford,Fusion,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,162000.0
15,170 000 - 179 999,2006,BMW,Serie 3,5,Importée neuve,,Essence,11 CV,Manuelle,72000.0
16,100 000 - 109 999,2015,Volkswagen,Tiguan,,Dédouanée,,Diesel,--,Manuelle,233000.0
17,170 000 - 179 999,2005,Citroen,C3,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,49000.0
18,200 000 - 249 999,1998,Seat,Toledo,5,WW au Maroc,Non,Essence,8 CV,Manuelle,41000.0
19,100 000 - 109 999,2014,Porsche,Panamera,5,Importée neuve,Oui,Diesel,12 CV,Automatique,
20,70 000 - 74 999,2018,Renault,Kangoo,,,,Diesel,6 CV,--,105000.0
21,95 000 - 99 999,2016,Peugeot,308,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,129000.0
22,80 000 - 84 999,2019,Peugeot,208,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,110000.0
23,170 000 - 179 999,2006,Dacia,Logan,5,WW au Maroc,Non,Essence,8 CV,Manuelle,40000.0
24,190 000 - 199 999,2010,Audi,A3,5,Dédouanée,,Diesel,8 CV,Automatique,
25,110 000 - 119 999,2014,Ford,Fiesta,5,Importée neuve,Oui,Diesel,6 CV,Manuelle,85000.0
26,15 000 - 19 999,2015,Mercedes-Benz,AMG GT,3,Importée neuve,Oui,Essence,23 CV,Automatique,
27,250 000 - 299 999,2000,Mercedes-Benz,250,5,Pas encore dédouanée,Non,Diesel,10 CV,Manuelle,75000.0
28,200 000 - 249 999,2004,Renault,Megane,,,,Essence,6 CV,--,42000.0
29,200 000 - 249 999,2003,Mercedes-Benz,Classe A,5,Dédouanée,Non,Diesel,7 CV,Manuelle,49000.0
30,150 000 - 159 999,2010,Dacia,Duster,5,WW au Maroc,Non,Essence,9 CV,Manuelle,77000.0
31,60 000 - 64 999,2019,Renault,Kangoo,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,124000.0
32,120 000 - 129 999,2013,Fiat,Doblo,,,,Diesel,5 CV,--,75000.0
33,150 000 - 159 999,2014,Toyota,Land Cruiser,5,Importée neuve,,Diesel,19 CV,Automatique,550000.0
34,190 000 - 199 999,2004,Peugeot,206,,WW au Maroc,,Diesel,6 CV,Manuelle,52000.0
35,95 000 - 99 999,2014,Renault,Megane 3,5,WW au Maroc,Oui,Diesel,6 CV,Automatique,117000.0
36,0 - 4 999,2020,Renault,Talisman,5,WW au Maroc,Oui,Diesel,6 CV,Automatique,
37,25 000 - 29 999,2018,Dacia,Sandero,5,WW au Maroc,,Diesel,6 CV,Manuelle,120000.0
38,120 000 - 129 999,2015,Renault,Fluence,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,118000.0
39,10 000 - 14 999,2019,Audi,A6,,,,Electrique,10 CV,--,
40,160 000 - 169 999,2015,Ford,Focus,5,WW au Maroc,,Diesel,6 CV,Manuelle,
41,160 000 - 169 999,2015,Kia,Sportage,5,WW au Maroc,Oui,Diesel,8 CV,Manuelle,142000.0
42,60 000 - 64 999,2018,Fiat,Panda,5,WW au Maroc,,Essence,5 CV,Manuelle,
43,130 000 - 139 999,2016,Volkswagen,Touran,5,Dédouanée,Oui,Diesel,8 CV,Automatique,
44,180 000 - 189 999,2017,Ford,Fusion,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,162000.0
45,170 000 - 179 999,2006,BMW,Serie 3,5,Importée neuve,,Essence,11 CV,Manuelle,72000.0
46,100 000 - 109 999,2015,Volkswagen,Tiguan,,Dédouanée,,Diesel,--,Manuelle,233000.0
47,170 000 - 179 999,2005,Citroen,C3,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,49000.0
48,200 000 - 249 999,1998,Seat,Toledo,5,WW au Maroc,Non,Essence,8 CV,Manuelle,41000.0
49,100 000 - 109 999,2014,Porsche,Panamera,5,Importée neuve,Oui,Diesel,12 CV,Automatique,
50,70 000 - 74 999,2018,Renault,Kangoo,,,,Diesel,6 CV,--,105000.0
51,95 000 - 99 999,2016,Peugeot,308,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,129000.0
52,80 000 - 84 999,2019,Peugeot,208,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,110000.0
53,170 000 - 179 999,2006,Dacia,Logan,5,WW au Maroc,Non,Essence,8 CV,Manuelle,40000.0
54,190 000 - 199 999,2010,Audi,A3,5,Dédouanée,,Diesel,8 CV,Automatique,
55,110 000 - 119 999,2014,Ford,Fiesta,5,Importée neuve,Oui,Diesel,6 CV,Manuelle,85000.0
56,15 000 - 19 999,2015,Mercedes-Benz,AMG GT,3,Importée neuve,Oui,Essence,23 CV,Automatique,
57,250 000 - 299 999,2000,Mercedes-Benz,250,5,Pas encore dédouanée,Non,Diesel,10 CV,Manuelle,75000.0
58,200 000 - 249 999,2004,Renault,Megane,,,,Essence,6 CV,--,42000.0
59,200 000 - 249 999,2003,Mercedes-Benz,Classe A,5,Dédouanée,Non,Diesel,7 CV,Manuelle,49000.0
60,150 000 - 159 999,2010,Dacia,Duster,5,WW au Maroc,Non,Essence,9 CV,Manuelle,77000.0
61,60 000 - 64 999,2019,Renault,Kangoo,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,124000.0
62,120 000 - 129 999,2013,Fiat,Doblo,,,,Diesel,5 CV,--,75000.0
63,150 000 - 159 999,2014,Toyota,Land Cruiser,5,Importée neuve,,Diesel,19 CV,Automatique,550000.0
64,190 000 - 199 999,2004,Peugeot,206,,WW au Maroc,,Diesel,6 CV,Manuelle,52000.0
65,180 000 - 189 999,2019,Volkswagen,Tiguan,,,,Diesel,8 CV,--,200000.0
66,130 000 - 139 999,2007,Honda,CR-V,5,WW au Maroc,Oui,Essence,11 CV,Automatique,70000.0
67,110 000 - 119 999,2019,Citroen,C3,5,WW au Maroc,Oui,Diesel,7 CV,Manuelle,130000.0
68,70 000 - 74 999,2018,Ford,Fiesta,5,,Non,Diesel,6 CV,Manuelle,128000.0
69,100 000 - 109 999,2013,Fiat,500,3,WW au Maroc,Oui,Diesel,5 CV,Manuelle,80000.0
70,180 000 - 189 999,2009,Renault,Megane,5,WW au Maroc,Non,Diesel,7 CV,Manuelle,72000.0
71,150 000 - 159 999,2013,Mercedes-Benz,220,5,WW au Maroc,Non,Diesel,9 CV,Automatique,
72,150 000 - 159 999,2010,Hyundai,Accent,5,WW au Maroc,Non,Essence,8 CV,Manuelle,55000.0
73,200 000 - 249 999,2003,Volkswagen,Polo,5,,,Essence,8 CV,Manuelle,42000.0
74,0 - 4 999,2004,Peugeot,206,5,WW au Maroc,Oui,Essence,6 CV,Manuelle,45000.0
75,30 000 - 34 999,2005,Citroen,C15,,,,Diesel,7 CV,Manuelle,45000.0
76,150 000 - 159 999,2000,Renault,Laguna,5,WW au Maroc,Non,Essence,10 CV,Manuelle,45000.0
77,90 000 - 94 999,2015,Audi,RS3,5,WW au Maroc,Oui,Essence,14 CV,Automatique,
78,10 000 - 14 999,2011,Chery,QQ,5,WW au Maroc,Non,Essence,4 CV,Manuelle,29000.0
79,180 000 - 189 999,2007,Volkswagen,Passat,5,WW au Maroc,,Diesel,8 CV,Manuelle,110000.0
80,110 000 - 119 999,2016,Jaguar,XF,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,
81,100 000 - 109 999,2015,Mercedes-Benz,Classe CLS,5,Importée neuve,Oui,Diesel,9 CV,Automatique,
82,160 000 - 169 999,2012,Fiat,Punto,,,,Diesel,5 CV,--,46000.0
83,100 000 - 109 999,2015,Porsche,Cayenne,5,Dédouanée,Oui,Diesel,12 CV,Automatique,
84,200 000 - 249 999,2005,Peugeot,206,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,58000.0
85,200 000 - 249 999,2011,Land Rover,Range Rover,5,WW au Maroc,Oui,Diesel,12 CV,Automatique,158000.0
86,180 000 - 189 999,2009,Ford,Focus,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,90000.0
88,95 000 - 99 999,2016,Mercedes-Benz,Classe C,5,Dédouanée,,Diesel,9 CV,Automatique,425000.0
89,150 000 - 159 999,2012,Mercedes-Benz,Classe C,5,Dédouanée,,Diesel,9 CV,Automatique,240000.0
90,180 000 - 189 999,2011,Volkswagen,GOLF 6,5,Dédouanée,,Diesel,9 CV,Automatique,155000.0
91,70 000 - 74 999,2018,Opel,Crossland X,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,155000.0
92,190 000 - 199 999,2006,Volkswagen,GOLF 5,5,Dédouanée,,Diesel,9 CV,Automatique,105000.0
93,190 000 - 199 999,2007,Mercedes-Benz,Classe C,5,Dédouanée,,Diesel,9 CV,Automatique,145000.0
94,190 000 - 199 999,2008,BMW,X5,5,Dédouanée,,Diesel,11 CV,Automatique,125000.0
95,40 000 - 44 999,2017,Hyundai,Grand i10,5,WW au Maroc,Oui,Essence,6 CV,Manuelle,
96,95 000 - 99 999,2018,Mercedes-Benz,Classe E,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,330000.0
97,85 000 - 89 999,2008,Chery,QQ,5,WW au Maroc,Non,Essence,6 CV,Manuelle,35000.0
98,160 000 - 169 999,2013,Peugeot,206+,5,,,Essence,6 CV,Manuelle,59000.0
99,190 000 - 199 999,2004,Mitsubishi,pajero,5,WW au Maroc,Non,Diesel,12 CV,Manuelle,55000.0
100,180 000 - 189 999,2005,Renault,Clio,5,WW au Maroc,Non,Essence,8 CV,Manuelle,46000.0
101,55 000 - 59 999,2019,Jeep,Wrangler,5,WW au Maroc,Oui,Diesel,12 CV,Automatique,350000.0
102,250 000 - 299 999,2013,Land Rover,Range Rover Evoque,5,WW au Maroc,Non,Diesel,9 CV,Automatique,
103,80 000 - 84 999,2017,Mercedes-Benz,Classe GLE,5,,Oui,Diesel,12 CV,Automatique,
104,75 000 - 79 999,2010,Dacia,Logan,5,WW au Maroc,Non,Essence,7 CV,Manuelle,
105,100 000 - 109 999,2015,Porsche,Cayenne,5,Dédouanée,Oui,Diesel,12 CV,Automatique,
106,200 000 - 249 999,2005,Peugeot,206,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,58000.0
107,200 000 - 249 999,2011,Land Rover,Range Rover,5,WW au Maroc,Oui,Diesel,12 CV,Automatique,158000.0
108,180 000 - 189 999,2009,Ford,Focus,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,90000.0
109,90 000 - 94 999,2016,Mercedes-Benz,Classe E,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,278000.0
110,95 000 - 99 999,2016,Mercedes-Benz,Classe C,5,Dédouanée,,Diesel,9 CV,Automatique,425000.0
111,150 000 - 159 999,2012,Mercedes-Benz,Classe C,5,Dédouanée,,Diesel,9 CV,Automatique,240000.0
112,180 000 - 189 999,2011,Volkswagen,GOLF 6,5,Dédouanée,,Diesel,9 CV,Automatique,155000.0
113,70 000 - 74 999,2018,Opel,Crossland X,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,155000.0
114,190 000 - 199 999,2006,Volkswagen,GOLF 5,5,Dédouanée,,Diesel,9 CV,Automatique,105000.0
115,190 000 - 199 999,2007,Mercedes-Benz,Classe C,5,Dédouanée,,Diesel,9 CV,Automatique,145000.0
116,190 000 - 199 999,2008,BMW,X5,5,Dédouanée,,Diesel,11 CV,Automatique,125000.0
117,40 000 - 44 999,2017,Hyundai,Grand i10,5,WW au Maroc,Oui,Essence,6 CV,Manuelle,
118,95 000 - 99 999,2018,Mercedes-Benz,Classe E,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,330000.0
119,160 000 - 169 999,2013,Peugeot,206+,5,,,Essence,6 CV,Manuelle,59000.0
120,190 000 - 199 999,2004,Mitsubishi,pajero,5,WW au Maroc,Non,Diesel,12 CV,Manuelle,55000.0
121,180 000 - 189 999,2005,Renault,Clio,5,WW au Maroc,Non,Essence,8 CV,Manuelle,46000.0
122,55 000 - 59 999,2019,Jeep,Wrangler,5,WW au Maroc,Oui,Diesel,12 CV,Automatique,350000.0
123,250 000 - 299 999,2013,Land Rover,Range Rover Evoque,5,WW au Maroc,Non,Diesel,9 CV,Automatique,
124,80 000 - 84 999,2017,Mercedes-Benz,Classe GLE,5,,Oui,Diesel,12 CV,Automatique,
125,75 000 - 79 999,2010,Dacia,Logan,5,WW au Maroc,Non,Essence,7 CV,Manuelle,
126,130 000 - 139 999,2014,Toyota,Auris,,,,Diesel,5 CV,--,102000.0
127,160 000 - 169 999,2011,Mercedes-Benz,220,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,143000.0
128,300 000 - 349 999,2012,Fiat,GRANDE PUNTO,5,WW au Maroc,Oui,Diesel,5 CV,Manuelle,72500.0
129,200 000 - 249 999,2004,Honda,Accord,5,WW au Maroc,Non,Essence,13 CV,Automatique,50000.0
130,350 000 - 399 999,1995,Peugeot,306,5,Dédouanée,Oui,Diesel,8 CV,Manuelle,31000.0
131,120 000 - 129 999,2015,Toyota,Corolla,5,WW au Maroc,Non,Diesel,5 CV,Manuelle,132000.0
132,170 000 - 179 999,2003,Citroen,XSARA,,,,Diesel,6 CV,--,
133,180 000 - 189 999,1988,Renault,R21,5,Dédouanée,Non,Diesel,7 CV,Manuelle,30000.0
134,250 000 - 299 999,2004,Peugeot,307,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,58000.0
135,110 000 - 119 999,2014,BMW,Serie 2 coupé,3,Importée neuve,,Diesel,--,Automatique,
136,110 000 - 119 999,2012,Ford,Focus,,,,Diesel,6 CV,--,
137,65 000 - 69 999,2017,Hyundai,Tucson,,,Oui,Diesel,7 CV,Automatique,223000.0
138,0 - 4 999,2019,Smart,ForTwo,3,Importée neuve,Oui,Essence,6 CV,Automatique,
139,250 000 - 299 999,2010,Toyota,VERSO,5,WW au Maroc,Non,Diesel,8 CV,Manuelle,87000.0
140,40 000 - 44 999,2016,Peugeot,208,5,WW au Maroc,Oui,Essence,5 CV,Manuelle,85000.0
141,120 000 - 129 999,2016,Renault,Kadjar,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,165000.0
142,90 000 - 94 999,2015,Toyota,Corolla,,,,Diesel,--,--,
143,30 000 - 34 999,2019,Audi,A6,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,
144,190 000 - 199 999,2005,Kia,Sorento,5,WW au Maroc,Non,Diesel,8 CV,Manuelle,67000.0
145,160 000 - 169 999,2011,BMW,Serie 5,5,WW au Maroc,,Diesel,8 CV,Automatique,163000.0
146,110 000 - 119 999,2017,Land Rover,Range Rover,5,WW au Maroc,Oui,Diesel,--,Automatique,480000.0
147,0 - 4 999,2021,Dacia,Sandero,5,Dédouanée,,Diesel,6 CV,--,
148,140 000 - 149 999,2016,Renault,Kangoo,5,,Oui,Diesel,6 CV,Manuelle,113000.0
149,35 000 - 39 999,2000,Mercedes-Benz,220,5,Dédouanée,Non,Diesel,9 CV,Manuelle,
150,85 000 - 89 999,2016,Renault,Clio,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,
151,120 000 - 129 999,2016,BMW,Serie 5,5,WW au Maroc,,Diesel,8 CV,Automatique,
152,190 000 - 199 999,2012,Ford,Kuga,5,WW au Maroc,Non,Diesel,8 CV,Automatique,123000.0
153,80 000 - 84 999,2017,Dacia,Logan,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,97000.0
154,200 000 - 249 999,2010,Honda,Accord,5,WW au Maroc,Non,Essence,13 CV,Automatique,75000.0
155,190 000 - 199 999,2012,Honda,Accord,5,,,Diesel,9 CV,Automatique,125000.0
156,100 000 - 109 999,2015,Hyundai,ix 35,5,WW au Maroc,Non,Diesel,7 CV,Manuelle,163000.0
157,130 000 - 139 999,2015,BMW,Serie 4,,,,Diesel,8 CV,--,
158,200 000 - 249 999,2010,Volvo,S60,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,87000.0
159,140 000 - 149 999,2009,Kia,Proceed,3,WW au Maroc,Non,Diesel,8 CV,Manuelle,73000.0
160,75 000 - 79 999,2018,Peugeot,3008,,,,Diesel,8 CV,Automatique,235000.0
161,70 000 - 74 999,2018,Fiat,GRANDE PUNTO,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,92000.0
162,170 000 - 179 999,2013,BMW,Serie 5,5,WW au Maroc,Non,Diesel,8 CV,Automatique,200000.0
163,150 000 - 159 999,2012,Mercedes-Benz,Classe E,5,WW au Maroc,Non,Diesel,12 CV,Automatique,164000.0
164,0 - 4 999,2019,Renault,Clio,5,WW au Maroc,Oui,Diesel,6 CV,Automatique,150000.0
165,110 000 - 119 999,2007,BMW,Serie 7,5,Dédouanée,Non,Essence,20 CV,Automatique,120000.0
166,200 000 - 249 999,2004,Peugeot,307,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,58000.0
167,160 000 - 169 999,2014,Fiat,Panda,5,,,Essence,6 CV,Manuelle,60000.0
168,75 000 - 79 999,2018,Dacia,Duster,,WW au Maroc,Oui,Diesel,--,Manuelle,
169,85 000 - 89 999,2006,Chevrolet,Spark,5,WW au Maroc,Non,Essence,5 CV,Manuelle,35000.0
170,250 000 - 299 999,1991,Volkswagen,GOLF 2,,Dédouanée,,Diesel,6 CV,Manuelle,38000.0
171,100 000 - 109 999,2018,Hyundai,Tucson,,WW au Maroc,Oui,Diesel,--,Automatique,
172,5 000 - 9 999,2020,Toyota,Corolla,5,WW au Maroc,Oui,Hybride,10 CV,Automatique,235000.0
173,100 000 - 109 999,2018,Peugeot,301,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,99000.0
174,0 - 4 999,2021,Dacia,Sandero,5,Dédouanée,,Diesel,6 CV,--,
175,140 000 - 149 999,2016,Renault,Kangoo,5,,Oui,Diesel,6 CV,Manuelle,113000.0
176,35 000 - 39 999,2000,Mercedes-Benz,220,5,Dédouanée,Non,Diesel,9 CV,Manuelle,
177,85 000 - 89 999,2016,Renault,Clio,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,
178,120 000 - 129 999,2016,BMW,Serie 5,5,WW au Maroc,,Diesel,8 CV,Automatique,
179,190 000 - 199 999,2012,Ford,Kuga,5,WW au Maroc,Non,Diesel,8 CV,Automatique,123000.0
180,80 000 - 84 999,2017,Dacia,Logan,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,97000.0
181,200 000 - 249 999,2010,Honda,Accord,5,WW au Maroc,Non,Essence,13 CV,Automatique,75000.0
182,190 000 - 199 999,2012,Honda,Accord,5,,,Diesel,9 CV,Automatique,125000.0
183,100 000 - 109 999,2015,Hyundai,ix 35,5,WW au Maroc,Non,Diesel,7 CV,Manuelle,163000.0
184,130 000 - 139 999,2015,BMW,Serie 4,,,,Diesel,8 CV,--,
185,200 000 - 249 999,2010,Volvo,S60,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,87000.0
186,140 000 - 149 999,2009,Kia,Proceed,3,WW au Maroc,Non,Diesel,8 CV,Manuelle,73000.0
187,75 000 - 79 999,2018,Peugeot,3008,,,,Diesel,8 CV,Automatique,235000.0
188,70 000 - 74 999,2018,Fiat,GRANDE PUNTO,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,92000.0
189,170 000 - 179 999,2013,BMW,Serie 5,5,WW au Maroc,Non,Diesel,8 CV,Automatique,200000.0
190,150 000 - 159 999,2012,Mercedes-Benz,Classe E,5,WW au Maroc,Non,Diesel,12 CV,Automatique,164000.0
191,0 - 4 999,2019,Renault,Clio,5,WW au Maroc,Oui,Diesel,6 CV,Automatique,150000.0
192,110 000 - 119 999,2007,BMW,Serie 7,5,Dédouanée,Non,Essence,20 CV,Automatique,120000.0
193,200 000 - 249 999,2004,Peugeot,307,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,58000.0
194,160 000 - 169 999,2014,Fiat,Panda,5,,,Essence,6 CV,Manuelle,60000.0
195,75 000 - 79 999,2018,Dacia,Duster,,WW au Maroc,Oui,Diesel,--,Manuelle,
196,85 000 - 89 999,2006,Chevrolet,Spark,5,WW au Maroc,Non,Essence,5 CV,Manuelle,35000.0
197,250 000 - 299 999,1991,Volkswagen,GOLF 2,,Dédouanée,,Diesel,6 CV,Manuelle,38000.0
198,100 000 - 109 999,2018,Hyundai,Tucson,,WW au Maroc,Oui,Diesel,--,Automatique,
199,5 000 - 9 999,2020,Toyota,Corolla,5,WW au Maroc,Oui,Hybride,10 CV,Automatique,235000.0
200,100 000 - 109 999,2018,Peugeot,301,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,99000.0
201,60 000 - 64 999,2018,Peugeot,308,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,156000.0
202,85 000 - 89 999,2018,Renault,Clio,,,,Diesel,6 CV,--,113000.0
203,170 000 - 179 999,2008,Ford,Fiesta,5,,,Diesel,6 CV,Manuelle,66000.0
204,180 000 - 189 999,2007,Renault,Kangoo,5,Dédouanée,Non,Diesel,6 CV,Manuelle,91000.0
205,30 000 - 34 999,1997,Fiat,Uno,5,WW au Maroc,Non,Diesel,7 CV,Manuelle,22000.0
206,200 000 - 249 999,2008,Toyota,VERSO,5,WW au Maroc,Oui,Diesel,9 CV,Manuelle,78000.0
207,55 000 - 59 999,2017,Dacia,Sandero,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,112000.0
208,110 000 - 119 999,2013,Fiat,Doblo,,WW au Maroc,Oui,Diesel,6 CV,Manuelle,87000.0
209,180 000 - 189 999,2007,Peugeot,Partner,3,Dédouanée,Non,Diesel,7 CV,Manuelle,52000.0
210,0 - 4 999,1985,Mercedes-Benz,250,5,,Non,Diesel,9 CV,Manuelle,28000.0
211,160 000 - 169 999,2007,Ford,Focus,5,Dédouanée,Non,Diesel,6 CV,Manuelle,80000.0
212,190 000 - 199 999,2008,Mercedes-Benz,Classe C,5,Dédouanée,Oui,Diesel,8 CV,Automatique,137000.0
213,190 000 - 199 999,2002,Toyota,Land Cruiser,5,WW au Maroc,Non,Diesel,10 CV,Manuelle,29000.0
214,190 000 - 199 999,2016,Citroen,C-Elysée,5,WW au Maroc,Non,Essence,7 CV,Manuelle,67000.0
215,150 000 - 159 999,2011,Opel,Astra,5,WW au Maroc,Non,Diesel,7 CV,Manuelle,100000.0
216,0 - 4 999,2008,Mercedes-Benz,Classe C,5,Dédouanée,Non,Diesel,8 CV,Automatique,158000.0
217,450 000 - 499 999,1992,Peugeot,405,5,Dédouanée,Non,Diesel,7 CV,Manuelle,35000.0
218,95 000 - 99 999,2017,Audi,A3,,Dédouanée,Oui,Diesel,--,Automatique,
219,20 000 - 24 999,2019,Mercedes-Benz,Classe A,5,Importée neuve,Oui,Diesel,--,Automatique,
220,200 000 - 249 999,2005,Toyota,Hilux,3,WW au Maroc,Non,Diesel,11 CV,Manuelle,93000.0
221,190 000 - 199 999,2008,Hyundai,Accent,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,
222,80 000 - 84 999,2017,Ford,Focus,5,WW au Maroc,Oui,Diesel,--,Manuelle,135000.0
223,100 000 - 109 999,2016,Land Rover,Range Rover,5,WW au Maroc,,Diesel,12 CV,Automatique,550000.0
224,0 - 4 999,2021,Audi,RSQ3,5,Importée neuve,Oui,Essence,14 CV,Automatique,
225,100 000 - 109 999,2003,Renault,Laguna,5,,,Essence,--,--,28000.0
226,180 000 - 189 999,2007,Peugeot,Partner,,Dédouanée,Non,Diesel,7 CV,Manuelle,52000.0
227,190 000 - 199 999,2006,Mercedes-Benz,Classe B,5,Dédouanée,Non,Diesel,8 CV,Automatique,
228,190 000 - 199 999,2010,Kia,Picanto,,,,Essence,6 CV,--,55000.0
229,90 000 - 94 999,2017,Toyota,RAV 4,5,WW au Maroc,Oui,Diesel,9 CV,Automatique,
230,30 000 - 34 999,2020,Mercedes-Benz,Classe CLA,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,
231,170 000 - 179 999,2014,Mercedes-Benz,Classe C,5,WW au Maroc,Oui,Diesel,9 CV,Manuelle,186000.0
232,150 000 - 159 999,2017,Skoda,Octavia,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,179000.0
233,160 000 - 169 999,2017,Fiat,Doblo,5,,Oui,Diesel,5 CV,Manuelle,83000.0
234,35 000 - 39 999,2018,Audi,A1,5,WW au Maroc,Oui,Essence,11 CV,Automatique,
235,190 000 - 199 999,2014,Volkswagen,Passat,5,WW au Maroc,Non,Diesel,8 CV,Manuelle,144000.0
236,120 000 - 129 999,2015,Ford,Focus,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,130000.0
237,95 000 - 99 999,2016,Volkswagen,Golf,5,,,Diesel,8 CV,Automatique,165000.0
238,200 000 - 249 999,2008,Toyota,Prado,3,WW au Maroc,Non,Diesel,11 CV,Manuelle,77000.0
239,160 000 - 169 999,2009,Mercedes-Benz,Classe GLA,5,Dédouanée,Non,Diesel,9 CV,Automatique,183000.0
240,30 000 - 34 999,2018,Opel,Corsa,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,
241,0 - 4 999,2021,Toyota,Prado,5,Importée neuve,Oui,Essence,23 CV,Automatique,
242,70 000 - 74 999,2018,Mercedes-Benz,Classe GLC,5,Importée neuve,Oui,Diesel,9 CV,Automatique,
243,160 000 - 169 999,2006,Porsche,Cayenne,5,WW au Maroc,Non,Essence,26 CV,Automatique,75000.0
244,30 000 - 34 999,1997,Fiat,Uno,5,WW au Maroc,Non,Diesel,7 CV,Manuelle,22000.0
245,200 000 - 249 999,2008,Toyota,VERSO,5,WW au Maroc,Oui,Diesel,9 CV,Manuelle,78000.0
246,55 000 - 59 999,2017,Dacia,Sandero,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,112000.0
247,110 000 - 119 999,2013,Fiat,Doblo,,WW au Maroc,Oui,Diesel,6 CV,Manuelle,87000.0
